,index,Ano,Produto,Quantidade produzida (Toneladas),Quantidade produzida (mil frutos),Rendimento médio da produção (Quilogramas por Hectare),Rendimento médio da produção (mil frutos por Hectare),Valor da produção (Mil Reais),Área colhida (Hectares),Área plantada ou destinada à colheita (Hectares)
254,254,2010.0,Arroz,527748.0,,160324.1231995966,,326424.0,253832.0,253870.0
255,255,2010.0,Banana,1079958.0,,1495709.7217520557,,454762.0,83422.0,83432.0
256,256,2010.0,Borracha,5280.0,,16604.109330819978,,8874.0,4244.0,4244.0
257,257,2010.0,Cacau,119074.0,,41292.15664595665,,600902.0,163528.0,163528.0
258,258,2010.0,Café,23902.0,,46156.95830729399,,74324.0,22402.0,22402.0
259,259,2010.0,Castanha de caju,4184.0,,16579.473791004395,,4100.0,5914.0,5914.0
260,260,2010.0,Coco,,464896.0,,1037938.5025041737,132934.0,47920.0,47920.0
261,261,2010.0,Dendê,2116762.0,,327317.4220197535,,386550.0,104488.0,104488.0
262,262,2010.0,Feijão,72996.0,,80321.48976632647,,148168.0,107586.0,107592.0
263,263,2010.0,Goiaba,40364.0,,92214.0477914555,,25088.0,2762.0,2762.0
264,264,2010.0,Laranja,401844.0,,1072408.3477044594,,112872.0,24308.0,24308.0
265,265,2010.0,Limão,36416.0,,334168.4985279686,,16996.0,2038.0,2040.0
266,266,2010.0,Mamão,30534.0,,598071.2836398839,,24220.0,2066.0,2086.0
267,267,2010.0,Mandioca,9192166.0,,1995417.0035452866,,2114136.0,593464.0,594964.0
268,268,2010.0,Maracujá,53308.0,,634503.9260838664,,46174.0,5628.0,5628.0
269,269,2010.0,Melancia,185750.0,,1556992.4811320754,,103478.0,8480.0,8482.0
270,270,2010.0,Milho,1038516.0,,222134.59092801492,,499624.0,403528.0,407338.0
271,271,2010.0,Sorgo,0.0,,0.0,,0.0,0.0,0.0
272,272,2010.0,Tangerina,2762.0,,120885.4166666667,,1326.0,192.0,192.0
273,273,2010.0,Tomate,21372.0,,388415.5172413793,,32426.0,870.0,870.0
274,274,2010.0,Uva,0.0,,0.0,,0.0,0.0,0.0
275,275,2011.0,Abacate,1250.0,,108409.0909090909,,858.0,44.0,44.0
276,276,2011.0,Abacaxi,541064.0,,1670084.3693131134,,387236.0,17936.0,17936.0
277,277,2011.0,Algodão arbóreo,0.0,,0.0,,0.0,0.0,0.0
278,278,2011.0,Algodão herbáceo,0.0,,0.0,,0.0,0.0,0.0
279,279,2011.0,Arroz,418982.0,,162076.9096666245,,225414.0,205594.0,205694.0
280,280,2011.0,Banana,1090986.0,,1510013.484156227,,542800.0,81420.0,81420.0
281,281,2011.0,Borracha,4668.0,,19018.932523616728,,10188.0,4446.0,4446.0
282,282,2011.0,Cacau,127598.0,,41112.21460236827,,613764.0,170082.0,170082.0
283,283,2011.0,Café,20502.0,,40742.21639656816,,80342.0,20980.0,20980.0
284,284,2011.0,Castanha de caju,5492.0,,16434.00128040973,,5430.0,6248.0,6248.0
285,285,2011.0,Coco,,458160.0,,1047038.7665469472,174302.0,46776.0,46776.0
286,286,2011.0,Dendê,2164696.0,,331671.3661428995,,524918.0,107936.0,107936.0
287,287,2011.0,Feijão,76026.0,,77691.48900682335,,130226.0,105520.0,105520.0
288,288,2011.0,Goiaba,11104.0,,86055.25250501,,8786.0,998.0,998.0
289,289,2011.0,Laranja,402916.0,,1091254.185799602,,129382.0,24112.0,24112.0
290,290,2011.0,Limão,40522.0,,384796.5457685665,,25840.0,2316.0,2316.0
291,291,2011.0,Mamão,35958.0,,610797.9067357513,,34290.0,2316.0,2316.0
292,292,2011.0,Mandioca,9295104.0,,2109460.365772371,,2042186.0,588098.0,588098.0
293,293,2011.0,Maracujá,53860.0,,692176.7410127561,,62130.0,5174.0,5174.0
294,294,2011.0,Melancia,241818.0,,1624628.5156130998,,136390.0,10504.0,10504.0
295,295,2011.0,Milho,1082256.0,,223437.28860220773,,588470.0,421064.0,421268.0
296,296,2011.0,Sorgo,0.0,,0.0,,0.0,0.0,0.0
297,297,2011.0,Tangerina,3040.0,,144257.2815533981,,1594.0,206.0,206.0
298,298,2011.0,Tomate,25242.0,,474141.935483871,,51306.0,930.0,930.0
299,299,2011.0,Uva,0.0,,0.0,,0.0,0.0,0.0
300,300,2012.0,Abacate,1250.0,,108409.0909090909,,444.0,44.0,44.0
301,301,2012.0,Abacaxi,634254.0,,1770960.5360678926,,483806.0,21210.0,21210.0
302,302,2012.0,Algodão arbóreo,0.0,,0.0,,0.0,0.0,0.0
303,303,2012.0,Algodão herbáceo,0.0,,0.0,,0.0,0.0,0.0
304,304,2012.0,Arroz,422670.0,,162730.1675250911,,217844.0,196484.0,196484.0
305,305,2012.0,Banana,1094196.0,,1438540.0367291707,,550822.0,82768.0,82768.0
306,306,2012.0,Borracha,5226.0,,17315.01714530647,,10308.0,4666.0,4666.0
307,307,2012.0,Cacau,134598.0,,41900.44802700896,,614500.0,176534.0,176534.0
308,308,2012.0,Café,20022.0,,38213.77822226559,,61998.0,20498.0,20498.0
309,309,2012.0,Castanha de caju,5780.0,,16889.756468797565,,5436.0,6570.0,6570.0
310,310,2012.0,Coco,,462800.0,,1059867.736770692,181112.0,47168.0,47168.0
311,311,2012.0,Dendê,2068722.0,,309026.6694446807,,545902.0,117590.0,117590.0
312,312,2012.0,Feijão,71024.0,,79581.81776743283,,133696.0,103110.0,103110.0
313,313,2012.0,Goiaba,12924.0,,103786.1095890411,,8778.0,730.0,730.0
314,314,2012.0,Laranja,395664.0,,1081705.682240643,,150342.0,23886.0,23886.0
315,315,2012.0,Limão,46224.0,,436115.0399113082,,23914.0,2706.0,2706.0
316,316,2012.0,Mamão,39384.0,,649715.3169750603,,37306.0,2486.0,2486.0
317,317,2012.0,Mandioca,9235086.0,,2075220.1453126452,,2375026.0,602728.0,602728.0
318,318,2012.0,Maracujá,53674.0,,639679.9077876792,,60990.0,5162.0,5166.0
319,319,2012.0,Melancia,235414.0,,1618505.5269461079,,112268.0,10354.0,10354.0
320,320,2012.0,Milho,1209598.0,,215329.83821520366,,618456.0,431870.0,431870.0
321,321,2012.0,Sorgo,0.0,,0.0,,0.0,0.0,0.0
322,322,2012.0,Tangerina,2932.0,,137181.8514851485,,1708.0,202.0,206.0
323,323,2012.0,Tomate,20014.0,,459288.8349514563,,40730.0,824.0,824.0
324,324,2012.0,Uva,0.0,,0.0,,0.0,0.0,0.0
325,325,2013.0,Abacate,1250.0,,108409.0909090909,,656.0,44.0,44.0
326,326,2013.0,Abacaxi,640956.0,,1700177.2181497633,,527274.0,21554.0,21554.0
327,327,2013.0,Algodão arbóreo,0.0,,0.0,,0.0,0.0,0.0
328,328,2013.0,Algodão herbáceo,0.0,,0.0,,0.0,0.0,0.0
329,329,2013.0,Arroz,410716.0,,160289.1484778643,,260224.0,183098.0,183098.0
330,330,2013.0,Banana,1171886.0,,1420800.8581935186,,823856.0,87020.0,87020.0
331,331,2013.0,Borracha,4104.0,,18987.651757188498,,6550.0,3756.0,4736.0
332,332,2013.0,Cacau,159454.0,,41191.43920309542,,673688.0,194352.0,194352.0
333,333,2013.0,Café,11860.0,,32207.9043437353,,39654.0,12754.0,12754.0
334,334,2013.0,Castanha de caju,3336.0,,10274.3864229765,,3468.0,6128.0,6128.0
335,335,2013.0,Coco,,429718.0,,1051486.7532713825,212578.0,42184.0,42184.0
336,336,2013.0,Dendê,2081076.0,,330617.2023864158,,526570.0,108950.0,108950.0
337,337,2013.0,Feijão,61474.0,,76292.50615598189,,130990.0,87882.0,87882.0
338,338,2013.0,Goiaba,5888.0,,101156.3410404624,,5182.0,346.0,346.0
339,339,2013.0,Laranja,395532.0,,1035067.7056788458,,191226.0,23702.0,23702.0
340,340,2013.0,Limão,64262.0,,490563.6364617044,,56654.0,3708.0,3708.0
341,341,2013.0,Mamão,38532.0,,707214.4882710685,,37754.0,2302.0,2302.0
342,342,2013.0,Mandioca,9243384.0,,2085684.4287131988,,4416068.0,604600.0,604600.0
343,343,2013.0,Maracujá,41572.0,,619194.233316089,,52702.0,3866.0,3866.0
344,344,2013.0,Melancia,234820.0,,1667510.4179590275,,162466.0,10446.0,10446.0
345,345,2013.0,Milho,1227092.0,,227624.70368660675,,713572.0,441924.0,442044.0
346,346,2013.0,Sorgo,48000.0,,6000.0,,12768.0,16000.0,16000.0
347,347,2013.0,Tangerina,3048.0,,175608.1764705882,,3318.0,204.0,204.0
348,348,2013.0,Tomate,18110.0,,461472.972972973,,40328.0,740.0,780.0
349,349,2013.0,Uva,0.0,,0.0,,0.0,0.0,0.0
350,350,2014.0,Açaí,0.0,,,,,,
351,351,2014.0,Abacate,1250.0,,108409.0909090909,,1400.0,44.0,44.0
352,352,2014.0,Abacaxi,652420.0,,1656036.6763875822,,545362.0,21260.0,21260.0
353,353,2014.0,Algodão arbóreo,0.0,,0.0,,0.0,0.0,0.0
354,354,2014.0,Algodão herbáceo,0.0,,0.0,,0.0,0.0,0.0
355,355,2014.0,Arroz,384144.0,,151951.73013156085,,246014.0,160078.0,160252.0
356,356,2014.0,Banana,1177310.0,,1392780.977458836,,1053004.0,90856.0,90916.0
357,357,2014.0,Borracha,3482.0,,13231.81749764817,,8374.0,2126.0,2132.0
358,358,2014.0,Cacau,200586.0,,41024.647719081455,,1301806.0,233064.0,234704.0
359,359,2014.0,Café,8228.0,,28422.913182545122,,27306.0,8754.0,8754.0
360,360,2014.0,Castanha de caju,3326.0,,7238.844884488449,,3648.0,6060.0,6060.0
361,361,2014.0,Coco,,425006.0,,1048947.592885565,224234.0,41718.0,42322.0
362,362,2014.0,Dendê,2374676.0,,315921.3609671848,,585756.0,144750.0,144750.0
363,363,2014.0,Feijão,57502.0,,72892.7458135708,,129644.0,82648.0,82648.0
364,364,2014.0,Goiaba,5724.0,,83269.4915254237,,5264.0,354.0,354.0
365,365,2014.0,Laranja,395628.0,,1026499.6747191485,,221924.0,23678.0,23678.0
366,366,2014.0,Limão,71938.0,,505738.2143205066,,49580.0,4106.0,4106.0
367,367,2014.0,Mamão,44098.0,,715054.6402439023,,50340.0,2624.0,2628.0
368,368,2014.0,Mandioca,9829662.0,,2037683.896893324,,3353000.0,688646.0,688646.0
369,369,2014.0,Maracujá,40658.0,,607529.0208333333,,57652.0,3840.0,3840.0
370,370,2014.0,Melancia,229984.0,,1675393.1955712326,,162896.0,10206.0,10206.0
371,371,2014.0,Milho,1180156.0,,227679.32464050694,,637588.0,410300.0,410300.0
372,372,2014.0,Sorgo,48000.0,,6000.0,,13440.0,16000.0,16000.0
373,373,2014.0,Tangerina,2694.0,,124811.8979591837,,3076.0,196.0,196.0
374,374,2014.0,Tomate,17400.0,,437072.0461095101,,35600.0,694.0,694.0
375,375,2014.0,Uva,0.0,,0.0,,0.0,0.0,0.0
376,376,2015.0,Açaí,2001700.0,,643309.9497682233,,8138816.0,271382.0,271402.0
377,377,2015.0,Abacate,1330.0,,120576.92307692309,,3866.0,52.0,52.0
378,378,2015.0,Abacaxi,745372.0,,1585303.2485365446,,900490.0,23916.0,23916.0
379,379,2015.0,Algodão arbóreo,0.0,,0.0,,0.0,0.0,0.0
380,380,2015.0,Algodão herbáceo,0.0,,0.0,,0.0,0.0,0.0
381,381,2015.0,Arroz,336736.0,,148151.21198400122,,219598.0,132510.0,132510.0
382,382,2015.0,Banana,1191054.0,,1373888.0434905272,,1190272.0,92158.0,92238.0
383,383,2015.0,Borracha,3214.0,,9335.4211663067,,8750.0,1852.0,1864.0
384,384,2015.0,Cacau,211828.0,,38830.6461289015,,1611290.0,246700.0,246750.0
385,385,2015.0,Café,1986.0,,24227.873692679,,6156.0,2486.0,2486.0
386,386,2015.0,Castanha de caju,3302.0,,5310.611205432937,,1970.0,5890.0,5890.0
387,387,2015.0,Coco,,411382.0,,1018674.1117997147,223000.0,40662.0,40742.0
388,388,2015.0,Dendê,2758384.0,,340915.9393079053,,651154.0,171884.0,171884.0
389,389,2015.0,Feijão,49600.0,,75293.18077790615,,95218.0,72708.0,72730.0
390,390,2015.0,Goiaba,8038.0,,121822.21875,,7512.0,512.0,516.0
391,391,2015.0,Laranja,402424.0,,1038496.0066934404,,307766.0,23904.0,23904.0
392,392,2015.0,Limão,73028.0,,511767.685340803,,78530.0,4284.0,4284.0
393,393,2015.0,Mamão,49890.0,,703329.9344262294,,55264.0,2928.0,2928.0
394,394,2015.0,Mandioca,9391470.0,,1995630.3240765913,,2442124.0,617928.0,618328.0
395,395,2015.0,Maracujá,66308.0,,602853.9993148338,,92904.0,5838.0,5840.0
396,396,2015.0,Melancia,234944.0,,1770082.1190253047,,176298.0,10670.0,10670.0
397,397,2015.0,Milho,1519324.0,,243229.24357484293,,797142.0,457732.0,457742.0
398,398,2015.0,Sorgo,30000.0,,6000.0,,7500.0,10000.0,10000.0
399,399,2015.0,Tangerina,2982.0,,124621.5454545455,,3150.0,220.0,220.0
400,400,2015.0,Tomate,18630.0,,401875.0,,36438.0,720.0,720.0
401,401,2015.0,Uva,0.0,,0.0,,0.0,0.0,0.0
402,402,2016.0,Açaí,2161224.0,,679092.5657439446,,3960834.0,332928.0,333018.0
403,403,2016.0,Abacate,880.0,,86382.3529411765,,1966.0,34.0,34.0
404,404,2016.0,Abacaxi,824204.0,,1630810.4674212525,,737652.0,26858.0,26858.0
405,405,2016.0,Algodão arbóreo,0.0,,0.0,,0.0,0.0,0.0
406,406,2016.0,Algodão herbáceo,0.0,,0.0,,0.0,0.0,0.0
407,407,2016.0,Arroz,363320.0,,142724.49561608443,,298654.0,145532.0,145946.0
408,408,2016.0,Banana,1009814.0,,1336033.9967978904,,1342392.0,84944.0,85020.0
409,409,2016.0,Borracha,3094.0,,12966.777777777781,,6842.0,1872.0,1872.0
410,410,2016.0,Cacau,171652.0,,37606.069560729884,,1579896.0,259658.0,260386.0
411,411,2016.0,Café,782.0,,16959.456140350878,,2482.0,912.0,912.0
412,412,2016.0,Castanha de caju,2892.0,,9905.47094274645,,6994.0,4646.0,4646.0
413,413,2016.0,Coco,,356690.0,,972058.7662066082,217790.0,38256.0,38376.0
414,414,2016.0,Dendê,2972164.0,,352323.2223295306,,764956.0,198804.0,198804.0
415,415,2016.0,Feijão,48132.0,,79167.58712314768,,166916.0,62624.0,62722.0
416,416,2016.0,Goiaba,9826.0,,130118.4668989547,,11404.0,574.0,574.0
417,417,2016.0,Laranja,382574.0,,1010518.2383958411,,294860.0,26930.0,26964.0
418,418,2016.0,Limão,79576.0,,545656.016591252,,142700.0,5304.0,5304.0
419,419,2016.0,Mamão,52382.0,,794252.9388264669,,52076.0,3204.0,3204.0
420,420,2016.0,Mandioca,8526026.0,,1977780.3706039623,,3866604.0,583480.0,583744.0
421,421,2016.0,Maracujá,42676.0,,669702.0330788804,,74714.0,3930.0,3940.0
422,422,2016.0,Melancia,242228.0,,1794759.3869152304,,219534.0,11372.0,11372.0
423,423,2016.0,Milho,1286016.0,,246140.6813358951,,941024.0,394522.0,396922.0
424,424,2016.0,Sorgo,31704.0,,12007.96963946869,,8432.0,10540.0,10540.0
425,425,2016.0,Tangerina,1972.0,,123305.35991820041,,2816.0,978.0,978.0
426,426,2016.0,Tomate,13160.0,,388905.5118110236,,36284.0,508.0,508.0
427,427,2016.0,Uva,0.0,,0.0,,0.0,0.0,0.0
428,428,2017.0,Açaí,2548112.0,,685931.5273844325,,6728554.0,376966.0,376966.0
429,429,2017.0,Abacate,894.0,,88194.1176470588,,2680.0,34.0,34.0
430,430,2017.0,Abacaxi,435712.0,,1644509.0934256054,,411846.0,18496.0,23086.0
431,431,2017.0,Algodão arbóreo,0.0,,0.0,,0.0,0.0,0.0
432,432,2017.0,Algodão herbáceo,0.0,,0.0,,0.0,0.0,0.0
433,433,2017.0,Arroz,375122.0,,161719.7575181927,,275336.0,136868.0,136868.0
434,434,2017.0,Banana,1028410.0,,1406608.066983428,,1335576.0,86290.0,87822.0
435,435,2017.0,Borracha,218.0,,1398.4871794871801,,464.0,780.0,826.0
436,436,2017.0,Cacau,232716.0,,41332.2285068731,,1699118.0,263782.0,263782.0
437,437,2017.0,Café,768.0,,17112.782608695652,,2406.0,920.0,920.0
438,438,2017.0,Castanha de caju,2918.0,,9654.839400428265,,4042.0,4670.0,4670.0
439,439,2017.0,Coco,,347576.0,,952218.9532132293,246582.0,37190.0,37190.0
440,440,2017.0,Dendê,3268952.0,,414927.8568620707,,787828.0,203510.0,203590.0
441,441,2017.0,Feijão,55760.0,,86105.03454045656,,142164.0,66936.0,66956.0
442,442,2017.0,Goiaba,10490.0,,130141.1100323625,,19070.0,618.0,618.0
443,443,2017.0,Laranja,573536.0,,1005522.9122249812,,362728.0,34634.0,34634.0
444,444,2017.0,Limão,165438.0,,555255.2906764168,,145282.0,7658.0,7658.0
445,445,2017.0,Mamão,26670.0,,604652.540106952,,34984.0,1496.0,1496.0
446,446,2017.0,Mandioca,8469594.0,,2030702.5795431768,,3691528.0,588674.0,588674.0
447,447,2017.0,Maracujá,22426.0,,507123.42324755987,,45594.0,2254.0,2254.0
448,448,2017.0,Melancia,176990.0,,1355602.2086795936,,177726.0,8664.0,8664.0
449,449,2017.0,Milho,1744130.0,,262589.39348867524,,889062.0,533962.0,533986.0
450,450,2017.0,Sorgo,32678.0,,11984.9283625731,,8724.0,10944.0,10944.0
451,451,2017.0,Tangerina,50530.0,,268524.5021216407,,12282.0,1414.0,1414.0
452,452,2017.0,Tomate,12480.0,,358785.1239669421,,33382.0,484.0,484.0
453,453,2017.0,Uva,0.0,,0.0,,0.0,0.0,0.0
454,454,2018.0,Açaí,2461398.0,,687521.3515468293,,5206796.0,343994.0,344032.0
455,455,2018.0,Abacate,892.0,,87635.2941176471,,1746.0,34.0,34.0
456,456,2018.0,Abacaxi,852120.0,,1689132.1090579904,,1130422.0,37558.0,37558.0
457,457,2018.0,Algodão arbóreo,0.0,,0.0,,0.0,0.0,0.0
458,458,2018.0,Algodão herbáceo,0.0,,0.0,,0.0,0.0,0.0
459,459,2018.0,Arroz,228070.0,,155975.65202018907,,156348.0,78062.0,78062.0
460,460,2018.0,Banana,835966.0,,1392306.7991399795,,1083482.0,70696.0,70696.0
461,461,2018.0,Borracha,2576.0,,6922.16624685139,,5644.0,1588.0,1628.0
462,462,2018.0,Cacau,220120.0,,40545.42307483542,,2099314.0,257926.0,258494.0
463,463,2018.0,Café,564.0,,15253.504672897196,,1328.0,642.0,648.0
464,464,2018.0,Castanha de caju,3638.0,,13851.280653950955,,7438.0,3670.0,3670.0
465,465,2018.0,Coco,,383650.0,,958844.7572794555,217678.0,37022.0,37162.0
466,466,2018.0,Dendê,4409062.0,,408142.472512253,,1097574.0,297478.0,297758.0
467,467,2018.0,Feijão,41168.0,,79716.22100914724,,81502.0,54224.0,54224.0
468,468,2018.0,Goiaba,10482.0,,149078.4089456869,,10758.0,626.0,626.0
469,469,2018.0,Laranja,608536.0,,933077.6803639566,,232820.0,27256.0,27266.0
470,470,2018.0,Limão,121324.0,,498280.904109589,,167410.0,7154.0,7154.0
471,471,2018.0,Mamão,34608.0,,646035.3642732049,,59816.0,2284.0,2302.0
472,472,2018.0,Mandioca,7672430.0,,1996110.817273103,,3294992.0,522616.0,531156.0
473,473,2018.0,Maracujá,25544.0,,516070.3547273982,,42302.0,2898.0,2924.0
474,474,2018.0,Melancia,167532.0,,1490936.7336683418,,144022.0,7960.0,7964.0
475,475,2018.0,Milho,1581930.0,,281670.9152566297,,915788.0,453416.0,453416.0
476,476,2018.0,Sorgo,26532.0,,11957.85953177258,,9198.0,8970.0,8970.0
477,477,2018.0,Tangerina,15640.0,,194964.7798165138,,4878.0,872.0,872.0
478,478,2018.0,Tomate,12394.0,,343596.5665236051,,26950.0,466.0,476.0
479,479,2018.0,Uva,0.0,,0.0,,0.0,0.0,0.0
480,480,2019.0,Açaí,2640300.0,,745041.514240885,,5760430.0,376030.0,376030.0
481,481,2019.0,Abacate,700.0,,70000.0,,1050.0,20.0,20.0
482,482,2019.0,Abacaxi,623894.0,,1914888.1145952109,,542612.0,28064.0,28064.0
483,483,2019.0,Algodão arbóreo,0.0,,0.0,,0.0,0.0,0.0
484,484,2019.0,Algodão herbáceo,0.0,,0.0,,0.0,0.0,0.0
485,485,2019.0,Arroz,189016.0,,142427.37888653539,,150382.0,76482.0,76482.0
486,486,2019.0,Banana,762496.0,,1349866.7679282278,,1236738.0,67324.0,71934.0
487,487,2019.0,Borracha,2958.0,,6547.22695035461,,6868.0,1692.0,1732.0
488,488,2019.0,Cacau,257922.0,,45292.78043468978,,2394816.0,281028.0,281098.0
489,489,2019.0,Café,492.0,,12899.749077490775,,920.0,542.0,542.0
490,490,2019.0,Castanha de caju,1600.0,,10179.842150910668,,3600.0,2306.0,2306.0
491,491,2019.0,Coco,,350430.0,,878851.306344341,187310.0,34582.0,34622.0
492,492,2019.0,Dendê,5087628.0,,437929.999086313,,1273392.0,328340.0,328820.0
493,493,2019.0,Feijão,41766.0,,75168.37722108942,,97300.0,54928.0,54928.0
494,494,2019.0,Goiaba,8224.0,,108639.8181818182,,14018.0,704.0,704.0
495,495,2019.0,Laranja,648844.0,,1055445.5166491412,,313022.0,28530.0,28540.0
496,496,2019.0,Limão,209844.0,,666883.6358359858,,212338.0,10682.0,10682.0
497,497,2019.0,Mamão,32658.0,,631672.3943661972,,48856.0,2130.0,2130.0
498,498,2019.0,Mandioca,7422428.0,,1894348.8036645919,,3037060.0,524042.0,545810.0
499,499,2019.0,Maracujá,30972.0,,587785.0996978852,,57858.0,3310.0,3346.0
500,500,2019.0,Melancia,167162.0,,1574817.1486146096,,168806.0,7940.0,7940.0
501,501,2019.0,Milho,1655440.0,,250071.3254528755,,964364.0,518244.0,518244.0
502,502,2019.0,Sorgo,79542.0,,21400.86315432667,,31336.0,41302.0,41302.0
503,503,2019.0,Tangerina,37156.0,,197223.8360655738,,12594.0,1952.0,1952.0
504,504,2019.0,Tomate,11220.0,,327971.1538461538,,26194.0,416.0,416.0
505,505,2019.0,Uva,0.0,,0.0,,0.0,0.0,0.0
